package,start time,end time,commitNum,jest,jasmine,mocha,karma,test command
react-native-dva-starter,1659477799,1659477801,062852d,1,0,0,0,jest
iron-cli,1659477802,1659477806,533cc8b,0,0,1,0,./node_modules/.bin/mocha test/integration
ngDraggable,1659477807,1659477809,d55490c,0,0,0,0,echo \
react-decoration,1659477809,1659477811,096120f,0,0,1,0,cross-env BABEL_ENV=commonjs nyc --require babel-register --require ./test/setup.js mocha --recursive
reading-time,1659477812,1659477813,81742b2,0,0,0,0,cross-env BABEL_ENV=commonjs nyc --require babel-register --require ./test/setup.js mocha --recursive
angularytics,1659477813,1659477815,b454b96,0,0,0,1,grunt test --verbose
foodme,1659477815,1659477820,8e15f0c,0,0,0,0,echo \
scrollerjs,1659477820,1659477823,41a2ad3,0,0,0,0,echo \
swank-js,1659477823,1659477825,8f90196,0,0,0,0,echo \
pivotal-ui,1659477825,1659477858,65f68b4d,1,1,0,0,jest
mogo-chat,1659477859,1659477864,108c611,0,0,0,0,jest
lie,1659477864,1659477866,eaf9fd8,0,0,1,0,npm run jshint && mocha -R nyan ./test/cover.js && tsc --noEmit ./test/types.ts
ajax,1659477866,1659477869,a900e04,0,0,1,1,test
wechat-weapp-gank,1659477869,1659477872,08dcdfd,0,0,0,0,test
micro-analytics-cli,1659477872,1659477875,65a2f30,1,0,0,0,jest
postcss-flexbugs-fixes,1659477875,1659477877,683560e,0,0,1,0,gulp
dsjslib,1659477877,1659477879,a7ea470,0,0,0,0,echo \
prevent-smoosh,1659477879,1659477881,233c889,0,0,0,0,tape test.js
asteroid,1659477882,1659477884,7192311,0,0,1,0,env NODE_ENV=test env NODE_PATH=src _mocha --compilers js:babel-core/register --recursive test/e2e
react-komposer,1659477884,1659477887,03f45f1,0,0,1,0,npm run lint && npm run testonly
ircanywhere,1659477887,1659477892,c9239f8,0,0,1,0,gulp test
css-sprite,1659477892,1659477894,e1a1606,0,0,1,0,mocha --reporter spec
noodle,1659477894,1659477898,13014bb,0,0,1,0,echo \
jq-idealforms,1659477898,1659477900,36d1e47,0,0,0,0,echo \
lab,1659477900,1659477909,0542146,0,0,0,0,node ./bin/_lab -f -L -t 100 -m 10000 --types-test test/index.ts
HiChat,1659477910,1659477912,c7f9300,0,0,0,0,node ./bin/_lab -f -L -t 100 -m 10000 --types-test test/index.ts
yql-tables,1659477912,1659477925,c5f332c,0,0,0,0,node ./bin/_lab -f -L -t 100 -m 10000 --types-test test/index.ts
fab,1659477927,1659477929,835e06f,0,0,0,0,node ./bin/_lab -f -L -t 100 -m 10000 --types-test test/index.ts
REM-unit-polyfill,1659477929,1659477930,dba6344,0,0,1,1,node ./bin/_lab -f -L -t 100 -m 10000 --types-test test/index.ts
facebook-node-sdk,1659477930,1659477933,1fabbb0,0,0,1,0,node ./node_modules/mocha/bin/mocha --recursive --reporter spec
d3.chart,1659477933,1659477935,a7dca26,0,0,1,0,grunt test
browser-repl,1659477936,1659477937,448cf4c,0,0,0,0,grunt test
bonsai,1659477937,1659477948,fd5de86,1,0,0,0,react-scripts test --testPathPattern='src/(?!integration)'
wiselinks,1659477948,1659477953,19b88b1,0,0,0,0,react-scripts test --testPathPattern='src/(?!integration)'
colaboratory,1659477953,1659477957,23c6e04,0,0,0,0,react-scripts test --testPathPattern='src/(?!integration)'
ie8linter,1659477957,1659477960,9a8c20f,0,0,0,0,echo \
react-router-firebase-auth,1659477961,1659477963,c999cd9,0,0,0,0,react-scripts test --env=jsdom
iview-cli,1659477963,1659477974,fecd012,0,0,0,0,react-scripts test --env=jsdom
replace,1659477974,1659477976,04c99bd,0,0,0,0,tap test
spider,1659477976,1659477977,e8985da,0,0,0,0,tap test
jRespond,1659477977,1659477979,2e5112f,0,0,0,0,tap test
wxpage,1659477979,1659477981,630c644,0,0,1,0,npx mocha test/index
matador,1659477981,1659477985,328eeef,0,0,0,0,node_modules/nodeunit/bin/nodeunit tests/functional/ tests/unit/ && ./runIntegrationTests.sh
generator-jekyllrb,1659477985,1659477988,4d49c07,0,0,1,0,mocha
purser,1659477988,1659477991,abafe88,0,0,0,0,echo \
angular-express-blog,1659477991,1659477993,596f077,0,0,0,0,echo \
tvshow-tracker,1659477993,1659477996,083614d,0,1,0,1,karma start public/test/karma.conf.js
screenlog.js,1659477996,1659477997,72678fa,0,0,0,0,echo \
ui-select2,1659477997,1659478001,afa6589,0,0,0,1,echo \
Easy-Responsive-Tabs-to-Accordion,1659478001,1659478003,a95088a,0,0,0,0,echo \
beame-insta-ssl,1659478003,1659478005,a879a48,0,0,0,0,echo \
progression.js,1659478005,1659478008,b769014,0,0,0,0,echo \
aso,1659478008,1659478010,9a1a89b,0,0,0,0,echo \
jquery-template,1659478010,1659478012,0164215,0,0,0,0,echo \
vminpoly,1659478012,1659478013,d4c3467,0,0,0,0,echo \
bilby.js,1659478013,1659478015,c83fabd,0,0,0,0,grunt rig jshint nodeunit uglify emu
chrome-react-perf,1659478015,1659478018,fd673b2,0,1,0,0,jasmine
Docbase,1659478018,1659478022,bad77dd,0,1,0,0,grunt
react-tdd-guide,1659478022,1659478024,0f36f2f,1,0,0,0,npm run lint && jest
chronoline.js,1659478024,1659478026,c28e243,0,0,0,0,echo \
forever-service,1659478026,1659478028,5be2f60,0,0,1,0,mocha test/*.js
bootstrap-stylus,1659478028,1659478030,8f7ab1f,0,0,0,0,mocha test/*.js
dialogflow-fulfillment-nodejs,1659478031,1659478033,86a844a,0,0,0,0,npm run lint && ava
JS-total,1659478033,1659478036,6b51caf,0,0,0,0,echo \
threadAndPackage,1659478036,1659478042,78bde22,0,0,0,0,echo \
react-look,1659478042,1659478048,bcc0165,0,0,1,0,istanbul cover _mocha -- packages/react-look-core/test packages/react-look/test packages/react-look-native/test packages/react-look-test-utils/test --opts test/mocha.opts
ambidex,1659478048,1659478050,795ccd8,0,0,0,0,istanbul cover _mocha -- packages/react-look-core/test packages/react-look/test packages/react-look-native/test packages/react-look-test-utils/test --opts test/mocha.opts
sausage,1659478050,1659478052,846d435,0,0,0,0,istanbul cover _mocha -- packages/react-look-core/test packages/react-look/test packages/react-look-native/test packages/react-look-test-utils/test --opts test/mocha.opts
emittery,1659478052,1659478054,bf84337,0,0,0,0,xo && nyc ava && tsd
vue-progressbar,1659478054,1659478056,a803468,0,0,0,0,xo && nyc ava && tsd
gdrive-copy,1659478056,1659478060,775fbd4,0,0,1,0,mocha test/formatting/prettier.test.js --compilers js:babel-core/register
volo,1659478060,1659478065,034cc15,0,0,0,0,mocha test/formatting/prettier.test.js --compilers js:babel-core/register
cross-fetch,1659478065,1659478069,24dedb4,0,0,1,0,mocha test/formatting/prettier.test.js --compilers js:babel-core/register
ytdl-webserver,1659478070,1659478072,f373fc3,0,0,0,0,echo \
animatic,1659478072,1659478075,e749983,0,0,0,0,echo \
Responsive-Images,1659478075,1659478076,25ffc17,0,0,0,0,echo \
react-materialize,1659478076,1659478091,ac5c6f0,1,0,0,0,npm run lint
webpack-stream,1659478091,1659478095,35b771e,0,0,0,0,semistandard && node test/test.js
ua-device,1659478095,1659478097,04c62bb,0,0,1,0,mocha test/index.js
Learn-Redux-Starter-Files,1659478097,1659478100,38d3729,0,0,0,0,mocha test/index.js
fe-hunter,1659478100,1659478103,4146bc8,0,0,0,0,mocha test/index.js
node-practice,1659478103,1659478105,c39c47d,0,0,0,0,echo \
webvr-polyfill,1659478106,1659478113,c085444,0,0,1,0,mocha -r test/init.js --compilers js:babel-core/register test/*.test.js
lazy-load-xt,1659478113,1659478116,f8a5b7d,0,0,0,0,grunt qunit
RainEffect,1659478116,1659478119,5270be6,0,0,0,0,echo \
reflexbox,1659478119,1659478121,76c8f1b,0,0,0,0,ava
react-d3-library,1659478121,1659478124,6014be8,0,0,0,0,echo \
The-cost-of-transpiling-es2015-in-2016,1659478124,1659478127,0e28e6f,0,0,0,0,echo \
checkbox,1659478127,1659478131,a97a269,0,0,0,0,echo \
stomp-websocket,1659478131,1659478134,3b60a70,0,1,0,0,test
redux-pack,1659478134,1659478135,7818ffd,0,0,0,0,npm run lint
isomorphic-tutorial,1659478136,1659478137,41eb69c,0,0,0,0,echo \
react-masonry-component,1659478137,1659478139,133552b,0,0,1,1,npm run lint && karma start spec/setup/karma.conf.js
workerpool,1659478139,1659478143,d12a5b6,0,0,1,0,npm run build && mocha test --timeout 2000
react-springy-parallax,1659478143,1659478145,096e4b1,0,0,0,0,npm run build && mocha test --timeout 2000
SpringBootCodeGenerator,1659482847,1659482854,781a7ff,0,0,0,0,
disc,1659482854,1659482857,7522b58,0,0,0,0,node test | tap-spec
serverless-dynamodb-local,1659482857,1659482860,0d44cc7,0,0,1,0,mocha ./test
youkuhtml5playerbookmark,1659482860,1659482863,d4b7ea9,0,0,0,0,mocha ./test
Responsive-Measure,1659482863,1659482866,2a15f9e,0,0,0,0,mocha ./test
ProgressiveWordPress,1659482866,1659482878,84feb91,0,0,0,0,mocha ./test
funcunit,1659482879,1659482899,9942a8b,0,1,1,0,npm run lint && npm run testee
db,1659482900,1659482903,b935486,0,0,0,0,echo \
JAIL,1659482903,1659482906,dbe6811,0,1,0,0,grunt travis
show-me-the-react,1659482906,1659482910,06dfa8f,0,0,0,0,grunt travis
react-native-store,1659482911,1659482913,ef5d168,1,0,0,0,jest --verbose
load.js,1659482913,1659482918,3acd55a,0,0,0,0,jest --verbose
serve,1659482919,1659482920,f5d73e9,0,0,0,0,jest --verbose
jquery-audit,1659482921,1659482924,e12f4c9,0,0,0,0,jest --verbose
fibre,1659482924,1659482950,4d9d21e,0,0,0,0,jest --verbose
multiselect,1659482951,1659482954,71eda5f,0,0,0,0,jest --verbose
streakjs-weapp,1659482954,1659482962,21b32c9,0,0,0,0,jest --verbose
TorrenTV,1659482962,1659482964,0804fa8,0,0,0,0,echo \
laravel-bootstrap,1659482964,1659482968,053c757,0,0,0,0,echo \
Webplate,1659482968,1659482981,67beea7,0,0,0,0,echo \
async-props,1659482982,1659482984,f5d98dc,0,0,1,1,npm run lint && karma start
gulp-eslint,1659482984,1659482988,5dd78fa,0,0,1,0,mocha
swampdragon,1659482988,1659482992,ef8dedd,0,0,0,0,mocha
react-gateway,1659482993,1659482995,862198f,0,0,1,1,karma start
hippie,1659482995,1659482997,53012ae,0,0,0,0,jshint .
concat-stream,1659482997,1659482999,ceaa101,0,0,0,0,tape test/*.js test/server/*.js
jquerymx,1659482999,1659483008,0f917a8,0,0,0,0,tape test/*.js test/server/*.js
readremaining.js,1659483009,1659483011,04964c0,0,0,0,0,tape test/*.js test/server/*.js
slackbox,1659483011,1659483013,ccb389a,0,0,0,0,echo \
classeur,1659483013,1659483019,f274a6a,0,0,0,0,gulp default lint-all
react-native-Gank,1659483020,1659483033,8beb21a,1,0,0,0,jest
react-native-android-lession,1659483036,1659483043,e685dab,0,0,0,0,jest
camo,1659483043,1659483046,068eb47,0,0,1,0,mocha
react-themeable,1659483046,1659483049,0f15ce5,0,0,1,0,babel-istanbul cover _mocha -- --compilers js:babel/register && babel-istanbul check-coverage --branches 100
react-fiber-implement,1659483050,1659483051,02970be,0,0,0,0,echo \
etch,1659483052,1659483055,13f1643,0,0,1,0,npm run standard && npm run mocha
genie,1659483055,1659483059,05b43ee,0,0,0,0,kcd-scripts test
r2d3,1659483059,1659483063,bc4fe57,0,0,0,0,kcd-scripts test
csssr-project-template,1659483063,1659483067,abdc19b,0,0,0,0,kcd-scripts test
mail,1659483067,1659483081,c102b61,0,0,1,0,grunt && grunt test
jquery-fracs,1659483081,1659483085,dbf8e50,0,0,0,0,grunt && grunt test
node-dns,1659483085,1659483088,1f1528f,0,0,0,0,nodeunit test
baudio,1659483088,1659483090,f7b2c9a,0,0,0,0,nodeunit test
DecorateThis,1659483090,1659483092,f4ca8b6,0,0,1,0,gulp test
react-reformed,1659483092,1659483094,ee9c2ee,0,0,0,0,echo \
scroll-behavior,1659483094,1659483100,d8b7576,0,0,1,1,npm run lint && npm run test:ts && npm run testonly
agility,1659483100,1659483105,6ac44a8,0,0,0,0,npm run lint && npm run test:ts && npm run testonly
hypher,1659483105,1659483108,3ff0220,0,0,0,0,vows
simulacra,1659483108,1659483113,60e893c,0,0,0,0,npm run lint && npm run test:render && npm run test:browser
react-truncate,1659483113,1659483116,ef5812f,0,0,1,0,cross-env BABEL_ENV=test mocha --require babel-polyfill --require babel-core/register
ng2-play,1659483116,1659483118,0a45a8b,0,0,0,0,cross-env BABEL_ENV=test mocha --require babel-polyfill --require babel-core/register
GithubPulse,1659483118,1659483126,05da02a,0,0,0,0,echo \
vue-tap,1659483127,1659483129,7c69bd2,0,0,0,0,echo \
headstart,1659483129,1659483132,aac2e7d,0,0,0,0,echo \
generator-webapp_DEPRECATED,1659483132,1659483137,bc7e0b8,0,1,1,0,mocha --reporter spec --timeout 3000
SVGInjector,1659483137,1659483140,bd355be,0,0,0,0,jshint svg-injector.js
ekill,1659483141,1659483144,fa1c474,0,0,0,0,jshint svg-injector.js
synth,1659483144,1659483147,72c77eb,0,0,1,0,make test
VisualEvent,1659483147,1659483149,d0ccb54,0,0,0,0,make test
QuanX,1659483149,1659483155,b6afaad,0,0,0,0,make test
angular2-authentication-sample,1659483155,1659483157,3d5f962,0,0,0,0,echo \
printThis,1659483157,1659483164,23be1f8,0,0,0,0,echo \
33-js-conceptos,1659483164,1659483167,896f990,0,0,0,0,echo \
jOrgChart,1659483168,1659483169,89cb998,0,0,0,0,echo \
electron-chrome,1659483169,1659483173,81122fc,0,0,0,0,echo \
texture,1659483174,1659483201,96527764,0,0,0,0,npm run test-nodejs
zuul,1659483202,1659483207,f95e623,0,0,1,0,DEBUG=zuul* mocha --ui qunit --timeout 0 --bail -- test/index.js
jolteon,1659483207,1659483210,f9a6d8c,0,0,0,0,DEBUG=zuul* mocha --ui qunit --timeout 0 --bail -- test/index.js
gulp-app,1659483211,1659483214,54497c1,0,0,0,0,DEBUG=zuul* mocha --ui qunit --timeout 0 --bail -- test/index.js
architect,1659483214,1659483216,aee3404,0,0,0,0,DEBUG=zuul* mocha --ui qunit --timeout 0 --bail -- test/index.js
sites,1659483216,1659483240,e502e19,0,0,0,0,DEBUG=zuul* mocha --ui qunit --timeout 0 --bail -- test/index.js
enzyme-to-json,1659483241,1659483245,7d90cdf,1,0,0,0,yarn lint && yarn test-core
gulp-uncss,1659483245,1659483248,e952183,0,0,0,0,tape test.js | tap-spec
lightning,1659483248,1659483257,d4d2d5f,0,0,1,0,mocha --timeout 200000
grunt-newer,1659483258,1659483261,54484d3,0,0,1,0,grunt test
jQuery-ajaxTransport-XDomainRequest,1659483261,1659483263,47de50f,0,0,0,0,grunt test
marksheet,1659483263,1659483268,ac00cd1,0,0,0,0,grunt test
wipeClean,1659483269,1659483271,3dd02f7,0,0,0,0,grunt test
gitwms,1659483271,1659483340,72e3c11,0,0,0,0,grunt test
substance-legacy,1659483350,1659483362,003604ad,0,0,0,1,gulp build-test && gulp test
unirest-nodejs,1659483363,1659483365,a06ba4e,0,0,1,0,make test
imgix.js,1659483366,1659483372,215a55e,0,1,0,0,npm run build && ./node_modules/jasmine/bin/jasmine.js & npm run cy:runOnly
frame.js,1659483372,1659483378,9a40ded,0,0,0,0,npm run build && ./node_modules/jasmine/bin/jasmine.js & npm run cy:runOnly
venn.js,1659483379,1659483381,5ff0ef3,0,0,0,0,jshint src/*.js && tape 'tests/**/*test.js'
funcunit,1659483382,1659483393,9942a8b,0,1,1,0,npm run lint && npm run testee
db,1659483394,1659483398,b935486,0,0,0,0,echo \
JAIL,1659483398,1659483405,dbe6811,0,1,0,0,grunt travis
show-me-the-react,1659483405,1659483409,06dfa8f,0,0,0,0,grunt travis
react-native-store,1659483410,1659483411,ef5d168,1,0,0,0,jest --verbose
load.js,1659483411,1659483415,3acd55a,0,0,0,0,jest --verbose
jquery-audit,1659483416,1659483420,e12f4c9,0,0,0,0,jest --verbose
fibre,1659483420,1659483450,4d9d21e,0,0,0,0,jest --verbose
multiselect,1659483451,1659483453,71eda5f,0,0,0,0,jest --verbose
streakjs-weapp,1659483453,1659483457,21b32c9,0,0,0,0,jest --verbose
facepaint,1659483457,1659483459,a0166db,1,0,0,0,jest --coverage --no-cache --ci --runInBand
TorrenTV,1659483459,1659483461,0804fa8,0,0,0,0,echo \
laravel-bootstrap,1659483461,1659483464,053c757,0,0,0,0,echo \
run.rb,1659483466,1659483470,d0f5cf9,1,0,0,0,node scripts/test.js
material-design-color-palette,1659483470,1659483475,1e47d7c,0,0,0,0,node scripts/test.js
react-mobx-react-router4-boilerplate,1659483475,1659483477,d0fbe0b,0,0,0,0,echo \
Webplate,1659483477,1659483493,67beea7,0,0,0,0,echo \
async-props,1659483495,1659483498,f5d98dc,0,0,1,1,npm run lint && karma start
gulp-eslint,1659483498,1659483501,5dd78fa,0,0,1,0,mocha
react-gateway,1659483501,1659483502,862198f,0,0,1,1,karma start
hippie,1659483503,1659483505,53012ae,0,0,0,0,jshint .
concat-stream,1659483505,1659483507,ceaa101,0,0,0,0,tape test/*.js test/server/*.js
jquerymx,1659483507,1659483514,0f917a8,0,0,0,0,tape test/*.js test/server/*.js
craftbeerpi,1659483515,1659483533,4474593,0,0,0,0,tape test/*.js test/server/*.js
readremaining.js,1659483534,1659483536,04964c0,0,0,0,0,tape test/*.js test/server/*.js
slackbox,1659483537,1659483538,ccb389a,0,0,0,0,echo \
classeur,1659483539,1659483546,f274a6a,0,0,0,0,gulp default lint-all
style-resources-module,1659483546,1659483550,45ef8de,1,0,0,0,yarn lint && jest
ui-select2,1659483550,1659483555,afa6589,0,0,0,1,yarn lint && jest
Easy-Responsive-Tabs-to-Accordion,1659483555,1659483557,a95088a,0,0,0,0,yarn lint && jest
beame-insta-ssl,1659483557,1659483560,a879a48,0,0,0,0,yarn lint && jest
LaTeX2JS,1659483560,1659483565,feff6a0,1,0,0,0,jest
progression.js,1659483566,1659483568,b769014,0,0,0,0,jest
GitterMobile,1659483569,1659483579,8feb4b3,1,0,0,0,jest
aso,1659483580,1659483583,9a1a89b,0,0,0,0,echo \
jquery-template,1659483583,1659483586,0164215,0,0,0,0,echo \
vminpoly,1659483588,1659483590,d4c3467,0,0,0,0,echo \
react-native-shadow,1659483590,1659483594,3b9011c,0,0,0,0,echo \
main-bower-files,1659483595,1659483598,6e8c3da,0,0,1,0,mocha
bilby.js,1659483598,1659483600,c83fabd,0,0,0,0,grunt rig jshint nodeunit uglify emu
memdb,1659483601,1659483604,bded437,0,0,1,0,~0.12.6
chrome-react-perf,1659483604,1659483607,fd673b2,0,1,0,0,jasmine
Docbase,1659483608,1659483612,bad77dd,0,1,0,0,grunt
react-tdd-guide,1659483613,1659483614,0f36f2f,1,0,0,0,npm run lint && jest
chronoline.js,1659483614,1659483616,c28e243,0,0,0,0,echo \
ram,1659483617,1659483619,fabc899,0,0,0,0,echo \
forever-service,1659483620,1659483622,5be2f60,0,0,1,0,mocha test/*.js
bootstrap-stylus,1659483622,1659483626,8f7ab1f,0,0,0,0,mocha test/*.js
dialogflow-fulfillment-nodejs,1659483626,1659483629,86a844a,0,0,0,0,npm run lint && ava
JS-total,1659483629,1659483632,6b51caf,0,0,0,0,echo \
threadAndPackage,1659483632,1659483643,78bde22,0,0,0,0,echo \
react-look,1659483643,1659483650,bcc0165,0,0,1,0,istanbul cover _mocha -- packages/react-look-core/test packages/react-look/test packages/react-look-native/test packages/react-look-test-utils/test --opts test/mocha.opts
gitpop,1659483651,1659483653,e77100c,0,0,0,0,istanbul cover _mocha -- packages/react-look-core/test packages/react-look/test packages/react-look-native/test packages/react-look-test-utils/test --opts test/mocha.opts
ambidex,1659483653,1659483655,795ccd8,0,0,0,0,istanbul cover _mocha -- packages/react-look-core/test packages/react-look/test packages/react-look-native/test packages/react-look-test-utils/test --opts test/mocha.opts
sausage,1659483656,1659483657,846d435,0,0,0,0,istanbul cover _mocha -- packages/react-look-core/test packages/react-look/test packages/react-look-native/test packages/react-look-test-utils/test --opts test/mocha.opts
ui-ace,1659483658,1659483661,4c62a97,0,1,0,1,grunt
bcrypt-nodejs,1659483661,1659483663,3f9018d,0,0,1,0,make test
newcrawler,1659483665,1659483743,e4fd830,0,0,0,0,make test
DecorateThis,1659483747,1659483749,f4ca8b6,0,0,1,0,gulp test
scroll-behavior,1659483749,1659483755,d8b7576,0,0,1,1,npm run lint && npm run test:ts && npm run testonly
agility,1659483755,1659483759,6ac44a8,0,0,0,0,npm run lint && npm run test:ts && npm run testonly
redback,1659483759,1659483762,1529cbf,0,0,0,0,redis-cli -n 11 flushdb && expresso -s test/*.test.js
hypher,1659483763,1659483765,3ff0220,0,0,0,0,vows
lumin,1659483765,1659483767,29ba6d5,0,0,0,0,echo \
posterus,1659483767,1659483768,2ed8d3a,0,0,0,0,node ./test/test.mjs
simulacra,1659483769,1659483773,60e893c,0,0,0,0,npm run lint && npm run test:render && npm run test:browser
react-truncate,1659483773,1659483777,ef5812f,0,0,1,0,cross-env BABEL_ENV=test mocha --require babel-polyfill --require babel-core/register
rollerblade,1659483777,1659483781,416da2f,0,0,0,0,cross-env BABEL_ENV=test mocha --require babel-polyfill --require babel-core/register
up,1659483781,1659483783,a51bede,0,0,1,0,./node_modules/mocha/bin/mocha test/*.test.js
shiro,1659483784,1659483821,14dc184,0,0,0,0,./node_modules/mocha/bin/mocha test/*.test.js
ng2-play,1659483827,1659483829,0a45a8b,0,0,0,0,./node_modules/mocha/bin/mocha test/*.test.js
GithubPulse,1659483829,1659483838,05da02a,0,0,0,0,echo \
vue-tap,1659483839,1659483841,7c69bd2,0,0,0,0,echo \
headstart,1659483841,1659483849,aac2e7d,0,0,0,0,echo \
gulliver,1659483849,1659483857,a856946,0,0,1,0,^3.3.0
core,1659483857,1659483861,2e89868,0,0,0,0,^3.3.0
jekyll-lunr-js-search,1659483861,1659483865,4eae035,0,0,0,0,^3.3.0
sketch-styles-generator,1659483865,1659483870,387146d,0,0,0,0,^3.3.0
recursive-drawing,1659483870,1659483873,ad06179,0,0,0,0,^3.3.0
react-native-spruce,1659483873,1659483876,6eef94e,0,0,0,0,echo \
sydjs-site,1659483877,1659483888,af8599a,0,0,0,0,echo \
proxymise,1659483889,1659483891,d23e0a3,1,0,0,0,jest --verbose
smart-table-scroll,1659483892,1659483894,72a0304,0,0,0,0,echo 'Tests... WIP.'
grunt-criticalcss,1659483894,1659483896,6218fdd,0,0,0,0,grunt test
flac.js,1659483896,1659483899,6d76459,0,0,0,0,grunt test
messenger-bot-samples,1659483899,1659483908,b6eedb1,0,0,0,0,grunt test
ballista,1659483910,1659483912,76750b5,0,0,0,0,grunt test
factor-network,1659483913,1659483931,67889df,0,0,1,0,^6.24.0
guardian,1659483932,1659483934,431f0d4,0,0,0,0,echo \
headlesscms.org,1659483934,1659483948,6eb92e2,0,0,0,0,echo \
webpack-seed,1659483949,1659483952,3f0f0f6,0,0,0,0,echo \
hexo-theme-Wikitten,1659483952,1659483957,5b0d493,0,0,0,0,echo \
dom-animator,1659483959,1659483962,eb7bd69,0,0,0,0,echo \
react-stdio,1659483962,1659483965,6948925,1,0,0,0,jest
unstuck-webpack,1659483965,1659483970,1aa09b2,0,0,0,0,echo \
vue-vuex-router,1659483970,1659483972,2b13bed,0,0,0,0,echo \
jquery.localScroll,1659483973,1659483975,902db8f,0,0,0,0,echo \
rtc-everywhere,1659483975,1659483978,caf0a08,0,0,1,0,npm run lint && npm run-script test-browser-local
lenticular.js,1659483978,1659483981,56ab879,0,0,0,0,npm run lint && npm run-script test-browser-local
vue-fragment,1659483982,1659483987,bb6f9d9,0,0,0,0,echo \
whatsapp-web-clone,1659483987,1659483990,1086ed1,1,0,0,0,react-scripts test
wzrd.in,1659483990,1659483993,db0146b,0,0,0,0,rm -rf ./cdn.db && rm -rf ./test/cdn.db && tap -j1 ./test/*.js
H-ui.admin,1659483994,1659484028,2bc572e,0,0,0,0,rm -rf ./cdn.db && rm -rf ./test/cdn.db && tap -j1 ./test/*.js
react-nil,1659484031,1659484033,8230527,0,0,0,0,echo no tests yet
touche,1659484034,1659484037,13f27db,0,0,0,0,grunt --verbose
redux-ship,1659484037,1659484042,2364ace,1,0,0,0,jest
JSV,1659484042,1659484048,e539d4d,0,0,0,0,jest
konsul,1659484049,1659484056,fb8b41f,0,0,0,0,jest
audiosprite,1659484057,1659484059,84a953d,0,0,1,0,mocha
torrent,1659484059,1659484062,fe465c8,0,0,0,0,standard
sketch-preview,1659484062,1659484065,0e9f47e,0,0,0,0,standard
scroll-up-bar,1659484065,1659484067,31802a2,0,1,0,1,grunt test
command-line-args,1659484068,1659484072,bfc3d9d,0,0,0,0,npm run dist && npm run test:js && npm run test:mjs
pxview,1659484073,1659484111,583e9a0,1,0,0,0,jest
image-downloader,1659484112,1659484116,a3284fa,1,0,0,0,
react-app,1659484117,1659484120,d9c9a1f,0,0,0,0,
Nodelike,1659484121,1659484126,cbaacf8,0,0,0,0,
reactspeedcoding,1659484127,1659484132,ffd7fd3,0,0,1,0,NODE_ENV=test npm run elint && npm run slint && npm run test:mocha
Jed,1659484133,1659484135,351c47d,0,0,1,0,make test
bootstrap-tokenfield,1659484135,1659484138,ff5b929,0,0,1,0,mocha --ui bdd --recursive --reporter spec --require must
create-component-app,1659484138,1659484147,67ae259,1,0,0,0,jest
ChromeWebLab,1659484147,1659484179,60f964b,0,0,0,0,jest
betty,1659484181,1659484184,68861d7,0,0,1,0,mocha --reporter list
Koa2-blog,1659484185,1659484188,844314d,0,0,1,0,./node_modules/mocha/bin/mocha --harmony test
next-images,1659484188,1659484190,cb10189,0,0,0,0,./node_modules/mocha/bin/mocha --harmony test
science.js,1659484190,1659484194,06e9367,0,0,0,0,./node_modules/mocha/bin/mocha --harmony test
classcat,1659484194,1659484196,731c8fc,0,0,0,0,c8 twist tests/*.js
ngmin,1659484196,1659484198,d161ac6,0,0,1,0,./node_modules/.bin/mocha --globals angular,require
sketch-material,1659484199,1659484208,6d85e5c,0,0,0,0,./node_modules/.bin/mocha --globals angular,require
devoops,1659484208,1659484217,727a5d0,0,0,0,0,./node_modules/.bin/mocha --globals angular,require
marginotes,1659484219,1659484222,e07c642,0,0,0,0,echo \
grunt-wiredep,1659484223,1659484225,9cee455,0,0,0,0,echo \
react-rethinkdb,1659484225,1659484233,8383b0e,0,0,1,0,eslint test && mocha --compilers js:babel/register
CacheP2P,1659484234,1659484239,2671f6a,0,0,0,0,standard && node ./bin/test.js
wu.js,1659484240,1659484244,04a42a0,0,0,1,0,npm run build && mocha --full-trace --no-colors --compilers js:babel/register
error-overlay-webpack-plugin,1659484244,1659484246,8aa4edf,0,0,0,0,npm run build && mocha --full-trace --no-colors --compilers js:babel/register
ChoiceCoin.github.io,1659484246,1659484257,497b42e,0,0,0,0,npm run build && mocha --full-trace --no-colors --compilers js:babel/register
grunt-perfbudget,1659484258,1659484263,9fa7517,0,0,0,0,~0.3.3
node-thunkify,1659484263,1659484267,286835e,0,0,1,0,~0.3.3
reacto,1659484268,1659484274,57d4022,1,0,0,0,node scripts/test.js --env=jsdom
h5slides,1659484275,1659484279,4adb646,0,0,0,0,node scripts/test.js --env=jsdom
uki,1659484280,1659484286,5dfdce6,0,0,0,0,node scripts/test.js --env=jsdom
react-native-canvas,1659484286,1659484290,45ca7b6,0,0,0,0,node scripts/test.js --env=jsdom
J-I-C,1659484290,1659484302,9f8bcb6,0,0,0,0,echo \
3ree,1659484302,1659484305,d4c2f3c,0,0,1,1,./node_modules/karma/bin/karma start
screenshot-app,1659484305,1659484307,372d4ee,0,0,0,0,./node_modules/karma/bin/karma start
rethinkdbdash,1659484308,1659484313,7421553,0,0,1,0,mocha --check-leaks -t 20000
rc-bmap,1659484313,1659484328,e150d43,0,0,0,0,mocha --check-leaks -t 20000
cradle,1659484328,1659484332,1042ee4,0,0,0,0,node test/helpers/seed.js && vows --spec
