asseinfo/react-kanban,http://github.com/asseinfo/react-kanban,9e0c9c8,Sun Sep  4 20:12:58 CDT 2022,jest
fakiolinho/react-loading,https://github.com/fakiolinho/react-loading,4982465,Sun Sep  4 20:13:01 CDT 2022,jest
leebyron/react-loops,https://github.com/leebyron/react-loops,18ee1a1,Sun Sep  4 20:13:03 CDT 2022,"prettier --write *.{js,ts,flow} && jest --coverage --coverageReporters=text"
rcaferati/react-native-really-awesome-button,https://github.com/rcaferati/react-native-really-awesome-button,b8c856d,Sun Sep  4 20:13:04 CDT 2022,jest
ds300/react-native-typescript-transformer,https://github.com/ds300/react-native-typescript-transformer,369a457,Sun Sep  4 20:13:09 CDT 2022,jest
ReactPrimer/ReactPrimer,https://github.com/ReactPrimer/ReactPrimer,2a0b835,Sun Sep  4 20:13:11 CDT 2022,jest
appleboy/react-recaptcha,http://github.com/appleboy/react-recaptcha,50d7246,Sun Sep  4 20:13:16 CDT 2022,cross-env BABEL_ENV=production jest
airbnb/react-sketchapp,http://github.com/airbnb/react-sketchapp,b238e69,Sun Sep  4 20:13:19 CDT 2022,jest --config jest.config.js --no-watchman
akiran/react-slick,http://github.com/akiran/react-slick,b9302d6,Sun Sep  4 20:13:25 CDT 2022,npm run lint && jest
felixrieseberg/React-Spreadsheet-Component,https://github.com/felixrieseberg/React-Spreadsheet-Component,1980293,Sun Sep  4 20:13:29 CDT 2022,jest
ReactTraining/react-stdio,https://github.com/ReactTraining/react-stdio,6948925,Sun Sep  4 20:13:31 CDT 2022,jest
Andarist/react-textarea-autosize,http://github.com/Andarist/react-textarea-autosize,cd87f81,Sun Sep  4 20:13:33 CDT 2022,jest
AlecAivazis/redux-responsive,https://github.com/AlecAivazis/redux-responsive,a546003,Sun Sep  4 20:13:36 CDT 2022,NODE_ENV=test jest
clarus/redux-ship,https://github.com/clarus/redux-ship,2364ace,Sun Sep  4 20:13:38 CDT 2022,jest
realadvisor/rifm,https://github.com/realadvisor/rifm,b51d843,Sun Sep  4 20:13:40 CDT 2022,eslint --ignore-path .gitignore ./ && flow check && yarn test:ts && yarn jest
zeke/semantic-pull-requests,https://github.com/zeke/semantic-pull-requests,f4916f4,Sun Sep  4 20:13:44 CDT 2022,jest test/* && npm run lint
sheinsight/shineout,https://github.com/sheinsight/shineout,04bf2e3f,Sun Sep  4 20:13:46 CDT 2022,cross-env NODE_ENV=test jest --config jest.config.js
amzn/style-dictionary,http://github.com/amzn/style-dictionary,28787be,Sun Sep  4 20:14:14 CDT 2022,npm run test-types && npm run lint && jest --runInBand --silent --coverage
sindu12jun/table-dragger,https://github.com/sindu12jun/table-dragger,1dcbed9,Sun Sep  4 20:14:29 CDT 2022,jest --watch
alexreardon/tiny-invariant,http://github.com/alexreardon/tiny-invariant,31cf8fb,Sun Sep  4 20:14:31 CDT 2022,yarn jest
aweary/tinytime,https://github.com/aweary/tinytime,656cfc0,Sun Sep  4 20:14:34 CDT 2022,NODE_ENV=test flow && jest
atomiks/tippyjs-react,http://github.com/atomiks/tippyjs-react,2699f04,Sun Sep  4 20:14:35 CDT 2022,jest --coverage
angular-ui/ui-router,http://github.com/angular-ui/ui-router,505e7fb,Sun Sep  4 20:14:38 CDT 2022,tsc && NG=1.7 jest && NG=1.6 jest && NG=1.5 jest && NG=1.4 jest && NG=1.3 jest && NG=1.2 jest
antoine92190/vue-advanced-chat,http://github.com/antoine92190/vue-advanced-chat,a26747e,Sun Sep  4 20:14:45 CDT 2022,tsc && NG=1.7 jest && NG=1.6 jest && NG=1.5 jest && NG=1.4 jest && NG=1.3 jest && NG=1.2 jest
akxcv/vuera,http://github.com/akxcv/vuera,3ea31d3,Sun Sep  4 20:15:01 CDT 2022,cross-env BABEL_ENV=test jest
Armour/vue-typescript-admin-template,http://github.com/Armour/vue-typescript-admin-template,bff1343,Sun Sep  4 20:15:03 CDT 2022,cross-env BABEL_ENV=test jest
lukeraymonddowning/whenipress,https://github.com/lukeraymonddowning/whenipress,294b7f1,Sun Sep  4 20:15:11 CDT 2022,jest
